S.N,URL,Timestamp,Documents,Frames,JSEventListeners,Nodes,LayoutCount,RecalcStyleCount,LayoutDuration,RecalcStyleDuration,ScriptDuration,TaskDuration,JSHeapUsedSize,JSHeapTotalSize,RenderingTime
1,http://www.ecan.be,290458.927947,5,5,118,9087,20,19,0.045596,0.039133,0.048803,0.268338,5991020,17260544,4321
2,https://www.rechtsanwalt-moellers.de,290459.941985,3,1,15,6161,19,22,0.008099,0.005139,0.018666,0.083486,2698632,4608000,3893
3,https://www.rayun.cl,290461.030263,2,4,221,13018,61,189,0.034804,0.056236,0.241203,0.570199,15017800,27963392,7687
4,https://mondo.cl,290461.628384,4,1,73,5194,25,82,0.013034,0.026108,0.053004,0.190172,4310712,9199616,3151
5,https://heilpraktiker-silke-wagner.de,290462.968864,3,1,203,12157,38,45,0.054619,0.03113,0.110778,0.355519,6373280,11296768,3999
6,http://www.csjlfz.com,290463.614195,4,3,177,9311,19,27,0.062013,0.056594,0.09921,0.414224,4570840,14704640,3948
7,http://www.csjfilter.com,290464.382481,3,1,32,3792,42,109,0.045133,0.022621,0.032795,0.290588,2529668,3956736,11809
8,https://hi-management.com,290465.025544,4,1,107,15140,150,161,0.07454,0.051556,0.116259,0.481933,8093080,12050432,4585
9,https://woolfplumbing.com.au,290466.04196,12,8,449,9127,48,142,0.050628,0.05645,0.269937,0.682253,13219900,19685376,3598
10,https://hospitalismaelroldan.gov.co,290466.377262,34,19,354,22605,68,107,0.089704,0.054874,0.202636,0.723315,14263760,20873216,8234
11,https://freedomfabmt.com,290469.11411,2,1,238,12392,35,57,0.053016,0.038349,0.0991,0.47534,6201384,12066816,7175
12,https://www.tiddleschildcare.co.uk,290469.796875,10,3,110,14565,42,37,0.047542,0.022057,0.047573,0.374706,3474776,8445952,3005
13,https://www.pflegeverbund-opf.de,290470.386074,4,1,412,20376,28,74,0.042132,0.045693,0.110081,0.391153,5121204,10772480,4437
14,https://safen.sk,290471.210112,4,4,209,30640,40,54,0.104712,0.120964,0.166845,0.741087,6040200,16277504,6549
15,https://hairlounge-lueneburg.de,290471.470604,4,1,102,3157,17,70,0.0109,0.009945,0.03151,0.134905,2599712,4481024,3972
16,https://www.autocaresalcaide.net,290471.601703,14,9,257,24585,43,81,0.047081,0.054915,0.151652,0.710261,7312000,10788864,5385
17,https://www.kampasa.fr,290472.116808,1,2,346,1685,27,27,0.03912,0.022665,0.171653,0.871329,12942088,32006144,6061
18,https://www.teammania.de,290472.996027,3,3,94,6857,51,57,0.090372,0.014969,0.154854,0.497054,3714620,6840320,3313
19,https://www.yara.co.zm,290473.17722,5,5,479,271018,17,21,0.024692,0.027732,0.126374,0.731474,10643376,19206144,3753
20,https://www.tsv-simbach.de,290474.170867,2,2,170,18306,103,142,0.039618,0.03893,0.150114,0.449605,6576876,12345344,11809
21,http://www.mobilitas-physiotherapie.de,290474.630576,3,1,27,9368,11,9,0.017584,0.013155,0.028893,0.142398,2840600,4620288,4313
22,http://shalomeuropa.de,290475.77153,4,3,237,10460,56,80,0.018073,0.020994,0.096752,0.265657,3497096,8151040,6157
23,https://www.tennisclub-weiler.de,290476.361281,1,1,129,5938,51,138,0.063413,0.067765,0.154006,0.691884,4422676,10510336,5437
