Timestamp,Total Size (MB),Used Size (MB),Free Size (MB),Used Percentage (%)
2024-10-05 07:25:05,1433.6,15.61,1417.99,1.09
2024-10-05 07:25:06,1433.6,15.61,1417.99,1.09
2024-10-05 07:25:06,1433.6,15.61,1417.99,1.09
2024-10-05 07:25:07,1433.6,15.61,1417.99,1.09
2024-10-05 07:25:07,1433.6,15.61,1417.99,1.09
2024-10-05 07:25:08,1433.6,15.61,1417.99,1.09
2024-10-05 07:25:08,1433.6,15.61,1417.99,1.09
2024-10-05 07:25:09,1433.6,15.61,1417.99,1.09
2024-10-05 07:25:09,1433.6,15.61,1417.99,1.09
2024-10-05 07:25:10,1433.6,15.61,1417.99,1.09
2024-10-05 07:25:10,1433.6,15.61,1417.99,1.09
2024-10-05 07:25:11,1433.6,15.61,1417.99,1.09
2024-10-05 07:25:11,1433.6,15.61,1417.99,1.09
2024-10-05 07:25:12,1433.6,15.61,1417.99,1.09
2024-10-05 07:25:12,1433.6,15.61,1417.99,1.09
2024-10-05 07:25:13,1433.6,15.61,1417.99,1.09
2024-10-05 07:25:13,1433.6,15.61,1417.99,1.09
2024-10-05 07:25:14,1433.6,15.61,1417.99,1.09
2024-10-05 07:25:14,1433.6,15.61,1417.99,1.09
2024-10-05 07:25:15,1433.6,15.61,1417.99,1.09
2024-10-05 07:25:15,1433.6,15.61,1417.99,1.09
2024-10-05 07:25:16,1433.6,22.68,1410.92,1.58
2024-10-05 07:25:16,1433.6,22.68,1410.92,1.58
2024-10-05 07:25:17,1433.6,28.66,1404.94,2.0
2024-10-05 07:25:17,1433.6,28.66,1404.94,2.0
2024-10-05 07:25:18,1433.6,34.64,1398.96,2.42
2024-10-05 07:25:18,1433.6,34.64,1398.96,2.42
2024-10-05 07:25:19,1433.6,41.13,1392.47,2.87
2024-10-05 07:25:19,1433.6,41.13,1392.47,2.87
2024-10-05 07:25:20,1433.6,47.78,1385.82,3.33
2024-10-05 07:25:20,1433.6,58.93,1374.67,4.11
2024-10-05 07:25:21,1433.6,85.19,1348.41,5.94
2024-10-05 07:25:21,1433.6,102.86,1330.74,7.17
2024-10-05 07:25:22,1433.6,115.95,1317.65,8.09
2024-10-05 07:25:22,1433.6,191.49,1242.11,13.36
2024-10-05 07:25:23,1433.6,256.77,1176.84,17.91
2024-10-05 07:25:23,1433.6,154.02,1279.58,10.74
2024-10-05 07:25:24,1433.6,142.6,1291.0,9.95
2024-10-05 07:25:24,1433.6,112.1,1321.5,7.82
2024-10-05 07:25:25,1433.6,151.51,1282.09,10.57
2024-10-05 07:25:25,1433.6,169.32,1264.28,11.81
2024-10-05 07:25:26,1433.6,315.4,1118.2,22.0
2024-10-05 07:25:26,1433.6,393.46,1040.14,27.45
2024-10-05 07:25:27,1433.6,330.9,1102.7,23.08
2024-10-05 07:25:27,1433.6,421.52,1012.08,29.4
2024-10-05 07:25:28,1433.6,404.54,1029.07,28.22
2024-10-05 07:25:28,1433.6,352.96,1080.64,24.62
2024-10-05 07:25:29,1433.6,379.23,1054.37,26.45
2024-10-05 07:25:29,1433.6,289.5,1144.1,20.19
2024-10-05 07:25:30,1433.6,444.43,989.17,31.0
2024-10-05 07:25:30,1433.6,390.66,1042.94,27.25
2024-10-05 07:25:31,1433.6,386.2,1047.41,26.94
2024-10-05 07:25:31,1433.6,378.78,1054.82,26.42
2024-10-05 07:25:32,1433.6,422.5,1011.1,29.47
2024-10-05 07:25:32,1433.6,442.97,990.63,30.9
2024-10-05 07:25:33,1433.6,354.14,1079.46,24.7
2024-10-05 07:25:33,1433.6,476.12,957.48,33.21
2024-10-05 07:25:34,1433.6,443.89,989.71,30.96
2024-10-05 07:25:34,1433.6,600.67,832.93,41.9
2024-10-05 07:25:35,1433.6,747.07,686.53,52.11
2024-10-05 07:25:35,1433.6,690.67,742.93,48.18
2024-10-05 07:25:36,1433.6,649.75,783.86,45.32
2024-10-05 07:25:36,1433.6,635.37,798.23,44.32
2024-10-05 07:25:37,1433.6,449.44,984.16,31.35
2024-10-05 07:25:37,1433.6,474.73,958.87,33.11
2024-10-05 07:25:38,1433.6,362.05,1071.55,25.25
2024-10-05 07:25:38,1433.6,425.52,1008.08,29.68
2024-10-05 07:25:39,1433.6,320.86,1112.74,22.38
2024-10-05 07:25:39,1433.6,224.06,1209.54,15.63
2024-10-05 07:25:40,1433.6,190.56,1243.04,13.29
2024-10-05 07:25:40,1433.6,182.52,1251.08,12.73
2024-10-05 07:25:41,1433.6,193.75,1239.86,13.51
2024-10-05 07:25:41,1433.6,182.06,1251.54,12.7
2024-10-05 07:25:42,1433.6,279.78,1153.82,19.52
2024-10-05 07:25:42,1433.6,425.86,1007.74,29.71
2024-10-05 07:25:43,1433.6,381.07,1052.53,26.58
2024-10-05 07:25:43,1433.6,327.86,1105.74,22.87
2024-10-05 07:25:44,1433.6,229.28,1204.32,15.99
2024-10-05 07:25:44,1433.6,100.96,1332.64,7.04
2024-10-05 07:25:45,1433.6,90.32,1343.28,6.3
2024-10-05 07:25:45,1433.6,137.54,1296.06,9.59
2024-10-05 07:25:46,1433.6,265.09,1168.51,18.49
2024-10-05 07:25:46,1433.6,279.47,1154.13,19.49
2024-10-05 07:25:47,1433.6,327.23,1106.38,22.83
2024-10-05 07:25:47,1433.6,481.85,951.75,33.61
2024-10-05 07:25:48,1433.6,255.07,1178.54,17.79
2024-10-05 07:25:48,1433.6,344.55,1089.05,24.03
2024-10-05 07:25:49,1433.6,361.05,1072.55,25.18
2024-10-05 07:25:49,1433.6,491.53,942.07,34.29
2024-10-05 07:25:50,1433.6,503.28,930.32,35.11
2024-10-05 07:25:50,1433.6,558.06,875.54,38.93
2024-10-05 07:25:51,1433.6,530.24,903.36,36.99
2024-10-05 07:25:51,1433.6,520.3,913.3,36.29
2024-10-05 07:25:52,1433.6,454.52,979.08,31.71
2024-10-05 07:25:52,1433.6,418.34,1015.26,29.18
2024-10-05 07:25:53,1433.6,348.97,1084.63,24.34
2024-10-05 07:25:53,1433.6,422.91,1010.69,29.5
2024-10-05 07:25:54,1433.6,375.16,1058.44,26.17
2024-10-05 07:25:54,1433.6,435.55,998.05,30.38
2024-10-05 07:25:55,1433.6,469.55,964.05,32.75
2024-10-05 07:25:55,1433.6,280.32,1153.29,19.55
2024-10-05 07:25:56,1433.6,375.91,1057.69,26.22
2024-10-05 07:25:56,1433.6,361.83,1071.77,25.24
2024-10-05 07:25:57,1433.6,435.4,998.2,30.37
2024-10-05 07:25:57,1433.6,489.18,944.42,34.12
2024-10-05 07:25:58,1433.6,517.85,915.75,36.12
2024-10-05 07:25:58,1433.6,419.21,1014.39,29.24
2024-10-05 07:25:59,1433.6,512.01,921.59,35.71
2024-10-05 07:25:59,1433.6,476.61,956.99,33.25
2024-10-05 07:26:00,1433.6,489.95,943.65,34.18
2024-10-05 07:26:00,1433.6,455.93,977.68,31.8
2024-10-05 07:26:01,1433.6,390.96,1042.64,27.27
2024-10-05 07:26:01,1433.6,440.67,992.93,30.74
2024-10-05 07:26:02,1433.6,449.22,984.38,31.34
2024-10-05 07:26:02,1433.6,512.03,921.57,35.72
2024-10-05 07:26:03,1433.6,538.03,895.57,37.53
2024-10-05 07:26:03,1433.6,576.61,857.0,40.22
2024-10-05 07:26:04,1433.6,686.61,746.99,47.89
2024-10-05 07:26:04,1433.6,598.85,834.75,41.77
2024-10-05 07:26:05,1433.6,611.3,822.3,42.64
2024-10-05 07:26:05,1433.6,562.39,871.21,39.23
2024-10-05 07:26:06,1433.6,499.71,933.89,34.86
2024-10-05 07:26:06,1433.6,405.45,1028.15,28.28
2024-10-05 07:26:07,1433.6,349.54,1084.07,24.38
2024-10-05 07:26:07,1433.6,481.31,952.29,33.57
2024-10-05 07:26:08,1433.6,452.92,980.68,31.59
2024-10-05 07:26:08,1433.6,427.7,1005.91,29.83
2024-10-05 07:26:09,1433.6,429.03,1004.57,29.93
2024-10-05 07:26:09,1433.6,437.94,995.66,30.55
2024-10-05 07:26:10,1433.6,310.64,1122.96,21.67
2024-10-05 07:26:10,1433.6,307.91,1125.69,21.48
2024-10-05 07:26:11,1433.6,867.11,566.49,60.48
2024-10-05 07:26:11,1433.6,896.43,537.18,62.53
2024-10-05 07:26:12,1433.6,860.43,573.17,60.02
2024-10-05 07:26:12,1433.6,670.09,763.52,46.74
2024-10-05 07:26:13,1433.6,392.75,1040.85,27.4
2024-10-05 07:26:13,1433.6,260.68,1172.92,18.18
2024-10-05 07:26:14,1433.6,229.69,1203.91,16.02
2024-10-05 07:26:14,1433.6,177.17,1256.43,12.36
2024-10-05 07:26:15,1433.6,209.41,1224.2,14.61
2024-10-05 07:26:15,1433.6,212.95,1220.66,14.85
2024-10-05 07:26:16,1433.6,422.18,1011.42,29.45
2024-10-05 07:26:16,1433.6,477.48,956.12,33.31
2024-10-05 07:26:17,1433.6,488.71,944.89,34.09
2024-10-05 07:26:17,1433.6,384.75,1048.86,26.84
2024-10-05 07:26:18,1433.6,433.0,1000.6,30.2
2024-10-05 07:26:18,1433.6,367.35,1066.25,25.62
2024-10-05 07:26:19,1433.6,634.7,798.9,44.27
2024-10-05 07:26:19,1433.6,654.7,778.9,45.67
2024-10-05 07:26:20,1433.6,348.73,1084.88,24.33
2024-10-05 07:26:20,1433.6,334.16,1099.44,23.31
2024-10-05 07:26:21,1433.6,439.0,994.6,30.62
2024-10-05 07:26:21,1433.6,307.67,1125.93,21.46
2024-10-05 07:26:22,1433.6,338.7,1094.9,23.63
2024-10-05 07:26:22,1433.6,169.22,1264.38,11.8
2024-10-05 07:26:23,1433.6,248.0,1185.6,17.3
2024-10-05 07:26:23,1433.6,303.56,1130.04,21.17
2024-10-05 07:26:24,1433.6,303.71,1129.89,21.19
2024-10-05 07:26:24,1433.6,364.25,1069.35,25.41
2024-10-05 07:26:25,1433.6,451.89,981.71,31.52
2024-10-05 07:26:25,1433.6,444.83,988.77,31.03
2024-10-05 07:26:26,1433.6,484.46,949.14,33.79
2024-10-05 07:26:26,1433.6,237.23,1196.37,16.55
2024-10-05 07:26:27,1433.6,260.66,1172.94,18.18
2024-10-05 07:26:27,1433.6,284.84,1148.77,19.87
2024-10-05 07:26:28,1433.6,356.02,1077.58,24.83
2024-10-05 07:26:28,1433.6,413.83,1019.77,28.87
2024-10-05 07:26:29,1433.6,473.83,959.77,33.05
2024-10-05 07:26:29,1433.6,229.77,1203.83,16.03
2024-10-05 07:26:30,1433.6,252.22,1181.38,17.59
2024-10-05 07:26:30,1433.6,336.27,1097.34,23.46
2024-10-05 07:26:31,1433.6,367.46,1066.14,25.63
2024-10-05 07:26:31,1433.6,403.95,1029.66,28.18
2024-10-05 07:26:32,1433.6,406.84,1026.76,28.38
2024-10-05 07:26:32,1433.6,382.66,1050.94,26.69
2024-10-05 07:26:33,1433.6,178.84,1254.77,12.47
2024-10-05 07:26:33,1433.6,260.74,1172.86,18.19
2024-10-05 07:26:34,1433.6,337.85,1095.75,23.57
2024-10-05 07:26:34,1433.6,235.48,1198.12,16.43
2024-10-05 07:26:35,1433.6,381.42,1052.18,26.61
2024-10-05 07:26:35,1433.6,369.56,1064.04,25.78
2024-10-05 07:26:36,1433.6,320.8,1112.8,22.38
2024-10-05 07:26:36,1433.6,371.23,1062.37,25.9
2024-10-05 07:26:37,1433.6,190.71,1242.89,13.3
2024-10-05 07:26:37,1433.6,214.15,1219.45,14.94
2024-10-05 07:26:38,1433.6,256.05,1177.55,17.86
2024-10-05 07:26:38,1433.6,203.29,1230.31,14.18
2024-10-05 07:26:39,1433.6,277.7,1155.9,19.37
2024-10-05 07:26:39,1433.6,352.5,1081.1,24.59
2024-10-05 07:26:40,1433.6,376.4,1057.2,26.26
2024-10-05 07:26:40,1433.6,346.89,1086.71,24.2
2024-10-05 07:26:41,1433.6,347.23,1086.37,24.22
2024-10-05 07:26:41,1433.6,455.98,977.62,31.81
2024-10-05 07:26:42,1433.6,624.11,809.49,43.53
2024-10-05 07:26:42,1433.6,529.89,903.71,36.96
2024-10-05 07:26:43,1433.6,370.03,1063.57,25.81
2024-10-05 07:26:43,1433.6,397.04,1036.56,27.7
2024-10-05 07:26:44,1433.6,440.69,992.91,30.74
2024-10-05 07:26:44,1433.6,524.67,908.93,36.6
2024-10-05 07:26:45,1433.6,693.09,740.51,48.35
2024-10-05 07:26:45,1433.6,582.63,850.97,40.64
2024-10-05 07:26:46,1433.6,576.92,856.68,40.24
2024-10-05 07:26:46,1433.6,527.93,905.67,36.83
2024-10-05 07:26:47,1433.6,437.36,996.24,30.51
2024-10-05 07:26:47,1433.6,327.39,1106.21,22.84
2024-10-05 07:26:48,1433.6,468.78,964.82,32.7
2024-10-05 07:26:48,1433.6,469.39,964.21,32.74
2024-10-05 07:26:49,1433.6,347.1,1086.5,24.21
2024-10-05 07:26:49,1433.6,499.45,934.15,34.84
2024-10-05 07:26:50,1433.6,527.11,906.49,36.77
2024-10-05 07:26:50,1433.6,531.13,902.47,37.05
2024-10-05 07:26:51,1433.6,443.7,989.9,30.95
2024-10-05 07:26:51,1433.6,326.68,1106.92,22.79
2024-10-05 07:26:52,1433.6,547.86,885.74,38.22
2024-10-05 07:26:52,1433.6,543.92,889.68,37.94
2024-10-05 07:26:53,1433.6,541.92,891.68,37.8
2024-10-05 07:26:53,1433.6,485.11,948.5,33.84
2024-10-05 07:26:54,1433.6,461.12,972.48,32.17
