S.N,URL,Timestamp,Documents,Frames,JSEventListeners,Nodes,LayoutCount,RecalcStyleCount,LayoutDuration,RecalcStyleDuration,ScriptDuration,TaskDuration,JSHeapUsedSize,JSHeapTotalSize,RenderingTime
1,http://www.ecan.be,440437.633876,5,5,118,15064,21,21,0.056104,0.04619,0.050024,0.319976,7146448,16748544,4522
2,http://www.altreetz-online.de,440437.957531,4,2,35,2632,7,6,0.008501,0.004219,0.000107,0.066919,1842460,3297280,4640
3,https://www.rechtsanwalt-moellers.de,440438.260072,3,1,15,6161,20,23,0.010686,0.006283,0.022854,0.101834,2701572,4608000,3640
4,https://mondo.cl,440441.110734,4,1,45,5194,19,64,0.018105,0.03182,0.088591,0.297781,4255388,9461760,3994
5,https://heilpraktiker-silke-wagner.de,440442.360708,3,1,203,12157,38,44,0.08087,0.038924,0.165557,0.485543,6363292,11821056,3367
6,https://www.rayun.cl,440442.960299,2,4,221,13018,60,282,0.069355,0.112918,0.394198,1.011849,9171180,19947520,10117
7,http://www.csjfilter.com,440443.704087,3,1,32,3792,41,103,0.044306,0.023594,0.039888,0.350848,2529880,3956736,12346
8,https://woolfplumbing.com.au,440444.783906,2,3,372,8974,36,116,0.058664,0.068236,0.290334,0.706154,7308848,17588224,4032
9,http://www.csjlfz.com,440445.862128,4,6,287,9453,37,59,0.097666,0.071013,0.222979,0.802188,7224372,24928256,4594
10,https://hi-management.com,440446.700693,4,1,107,15160,153,164,0.10222,0.090795,0.137806,0.634542,7982976,12050432,4881
11,https://hospitalismaelroldan.gov.co,440447.158568,34,19,356,22613,66,111,0.150728,0.093009,0.307102,1.062679,14333192,20873216,8708
12,https://freedomfabmt.com,440448.052142,2,1,237,12395,38,61,0.103738,0.061416,0.504436,1.128338,6207572,11542528,6708
13,https://www.tsv-simbach.de,440449.305741,2,2,163,17895,74,91,0.061821,0.041307,0.190052,0.619319,7201100,13139968,7676
14,https://safen.sk,440450.210033,4,5,208,45244,42,53,0.119999,0.168271,0.233559,1.0219,8834556,19337216,5567
15,https://www.tiddleschildcare.co.uk,440451.020223,10,3,110,14647,37,37,0.073308,0.032971,0.062,0.485719,3441672,8708096,3296
16,https://www.autocaresalcaide.net,440451.192698,14,9,253,24534,49,85,0.064719,0.060015,0.179484,0.825755,4403360,9723904,5517
17,https://www.pflegeverbund-opf.de,440451.825053,4,1,411,20374,28,65,0.05595,0.047427,0.127548,0.489083,5123464,10248192,4505
18,https://hairlounge-lueneburg.de,440452.083787,4,1,102,3133,18,43,0.018827,0.009428,0.038219,0.183966,2483124,3956736,5175
19,https://www.teammania.de,440452.997853,8,3,102,10494,40,54,0.081296,0.016462,0.183924,0.603905,6079620,10510336,2933
20,https://www.kampasa.fr,440453.59379,1,2,349,1685,24,28,0.050705,0.037931,0.579563,1.526674,12898084,32268288,7151
21,https://www.yara.co.zm,440453.794546,6,5,441,223595,19,22,0.022604,0.039061,0.181267,0.893583,10686520,15314944,3281
22,http://www.mobilitas-physiotherapie.de,440454.27897,3,1,27,9371,15,10,0.028024,0.016176,0.031563,0.200496,2976688,4755456,3565
23,http://shalomeuropa.de,440454.892964,4,3,67,10307,22,22,0.012437,0.010863,0.038847,0.204562,2514592,4743168,6512
24,https://www.gs-wallertheim.de,440457.306598,10,4,241,6834,25,72,0.052561,0.025608,0.138122,0.4314,9505580,13230080,4862
25,https://www.tennisclub-weiler.de,440457.771674,1,1,130,5939,55,157,0.079934,0.093046,0.22054,0.903219,4704668,10248192,5955
26,http://www.csk-guidelineari.com,440457.910914,9,4,300,5492,10,9,0.013969,0.015117,0.162821,0.366355,11683692,19423232,5402
27,https://www.woond.nl,440458.2677,5,1,52,4977,27,49,0.017031,0.021257,0.099999,0.241531,5669652,9723904,3612
28,https://www.via4spine.de,440458.698107,4,1,157,31805,29,40,0.044298,0.042108,0.043753,0.318645,4271924,8839168,3901
29,http://www.cruiseoptionsonline.com,440458.847066,5,2,33,381,5,4,0.004683,0.001033,0.000678,0.041544,1275872,3035136,3791
30,https://www.architektura-bielsko.pl,440459.016059,3,1,2,1191,7,1,0.006177,0.004362,0.014587,0.080027,1772488,3694592,3792
31,http://www.grundschule-zum-obersten-holz.de,440460.306739,3,1,14,5548,21,24,0.013135,0.008524,0.034097,0.116597,2763388,4743168,3822
32,https://www.mmkn.org,440461.893194,1,1,282,19079,333,624,0.118404,0.057663,0.310366,0.859249,14179972,24092672,3311
33,https://www.getriebenotdienst.de,440464.33311,3,2,1173,61086,55,61,0.145853,0.093157,0.065091,0.744575,4133892,10076160,4112
34,https://www.sv-naturstein.de,440464.998953,3,1,24,4989,51,50,0.013595,0.008037,0.023397,0.14279,2757220,4743168,4251
35,https://mindfulnesseveryday.org,440465.965263,1,1,153,18486,36,40,0.053565,0.039775,0.164867,0.535251,6254604,12271616,4606
36,https://www.dinnede-manufaktur.eu,440466.700853,3,1,20,14774,24,27,0.053344,0.015581,0.028005,0.205377,3686292,5005312,4483
37,https://hogarprestige.com,440467.076562,20,9,229,16636,69,72,0.073046,0.046922,0.193248,0.611369,10276348,18575360,7965
38,https://www.la-choue.com,440468.216837,2,4,495,20241,58,123,0.136523,0.109001,0.182802,1.025283,8122680,16539648,5577
39,https://wolksoftcr.com,440469.5389,11,14,463,24593,45,84,0.0811,0.144974,0.377175,1.585866,11305704,31744000,8079
40,https://www.xn--colosseum-rheinbllen-jbc.de,440470.6541,11,5,296,28128,38,40,0.034533,0.022327,0.104224,0.362776,6016564,11558912,4897
41,http://www.lazyriveroutpost.com,440472.634229,8,6,52,6715,38,195,0.010558,0.027208,0.14393,0.398176,4102952,7102464,10016
42,https://escapethis.place,440473.774183,13,9,14,7454,9,9,0.02915,0.013687,0.13609,0.298128,5554672,7626752,3716
43,https://dieschreyers.com,440475.076648,1,1,40,9796,39,41,0.027369,0.046477,0.096004,0.504084,2691296,8413184,5216
44,https://www.bunert.de,440476.224535,15,15,730,41902,72,80,0.086593,0.083567,0.328475,1.484125,9040376,19947520,6569
45,http://koniksport.pl,440477.645397,4,4,197,13995,47,118,0.067097,0.093351,0.193045,1.05679,7633752,16801792,6609
46,https://www.murphys-tattoo.de,440478.003575,6,2,47,7306,25,34,0.033516,0.016953,0.082251,0.258862,5613780,9801728,5459
47,http://www.praxis-kirchmeyer.de,440478.655586,12,4,478,7192,40,51,0.070547,0.032418,0.073576,0.447304,3342376,6316032,11781
48,https://www.nppaa.net,440478.961268,3,1,21,1266,15,21,0.008105,0.009059,0.106209,0.19413,7235800,11653120,9003
49,https://www.leni-parkett.de,440480.79999,4,1,21,3963,13,13,0.031049,0.012431,0.0165,0.159163,1904380,3821568,3383
50,https://www.thevintagehampercompany.uk,440481.064937,7,3,14,626,12,13,0.009059,0.003255,0.095277,0.191081,4751852,7626752,2987
51,https://tyremanmc.com.au,440481.971012,6,9,180,26015,45,71,0.120451,0.049826,0.489403,1.066506,13091676,22908928,6913
52,https://www.ariesdogland.com,440482.721042,1,4,271,72012,26,26,0.049069,0.02348,0.140111,1.064363,17615160,36417536,5587
53,https://dkcare247.co.uk,440483.831226,4,1,82,31677,24,47,0.085118,0.112498,0.129036,0.597412,6773876,11239424,3671
54,http://www.xn--mhrke-gastrotechnik-q6b.de,440484.059423,3,1,0,589,6,4,0.005466,0.001172,0,0.054425,1249104,3297280,3960
55,https://www.boersenblatt.net,440486.84007,8,5,6926,355983,182,870,0.666762,0.404017,0.593766,4.147625,14183920,33316864,9130
56,https://www.drbaby2th.com,440487.561578,8,7,211,1414,38,70,0.119557,0.045671,0.256064,0.743187,7526448,13393920,5680
57,http://www.gjcargo.com,440488.125651,4,1,71,10942,37,68,0.147899,0.066279,0.059963,0.444887,4084948,9199616,4099
58,https://www.codeunique.de,440488.575565,2,2,87,12426,31,35,0.04734,0.025648,0.027426,0.759907,2322112,3956736,30077
59,http://www.bmtinc.us,440489.394102,4,3,61,2397,15,16,0.031065,0.012171,0.081367,0.211296,3822708,6316032,6751
60,https://campinggranby.com,440491.459061,3,3,135,23921,117,288,0.091973,0.206719,0.34046,1.506443,7940120,18391040,8397
61,http://www.nazionale.net,440491.755817,6,5,30,1226,17,19,0.005621,0.002932,0.107207,0.171946,5025448,9461760,7322
62,https://www.logistaparcel.com,440492.641152,18,11,136,26073,26,43,0.037482,0.044982,0.112585,0.422056,6353684,11096064,4528
63,http://www.cskonferencia.sk,440494.093085,77,77,251,20967,43,50,0.149297,0.205183,0.136606,1.036492,4101060,9986048,7303
