Timestamp,Total Size (MB),Used Size (MB),Free Size (MB),Used Percentage (%)
2024-10-05 06:32:57,700.0,0.0,700.0,0.0
2024-10-05 06:32:58,700.0,0.0,700.0,0.0
2024-10-05 06:32:58,700.0,0.0,700.0,0.0
2024-10-05 06:32:59,700.0,0.0,700.0,0.0
2024-10-05 06:32:59,700.0,0.0,700.0,0.0
2024-10-05 06:33:00,700.0,0.0,700.0,0.0
2024-10-05 06:33:00,700.0,0.0,700.0,0.0
2024-10-05 06:33:01,700.0,0.0,700.0,0.0
2024-10-05 06:33:01,700.0,0.0,700.0,0.0
2024-10-05 06:33:02,700.0,0.0,700.0,0.0
2024-10-05 06:33:02,700.0,0.0,700.0,0.0
2024-10-05 06:33:03,700.0,0.0,700.0,0.0
2024-10-05 06:33:03,700.0,0.0,700.0,0.0
2024-10-05 06:33:04,700.0,0.0,700.0,0.0
2024-10-05 06:33:04,700.0,0.0,700.0,0.0
2024-10-05 06:33:05,700.0,0.0,700.0,0.0
2024-10-05 06:33:05,700.0,0.0,700.0,0.0
2024-10-05 06:33:06,700.0,0.0,700.0,0.0
2024-10-05 06:33:06,700.0,0.0,700.0,0.0
2024-10-05 06:33:07,700.0,0.0,700.0,0.0
2024-10-05 06:33:07,700.0,0.0,700.0,0.0
2024-10-05 06:33:08,700.0,0.0,700.0,0.0
2024-10-05 06:33:08,700.0,0.0,700.0,0.0
2024-10-05 06:33:09,700.0,0.0,700.0,0.0
2024-10-05 06:33:09,700.0,0.0,700.0,0.0
2024-10-05 06:33:10,700.0,0.0,700.0,0.0
2024-10-05 06:33:10,700.0,0.0,700.0,0.0
2024-10-05 06:33:11,700.0,0.0,700.0,0.0
2024-10-05 06:33:11,700.0,0.0,700.0,0.0
2024-10-05 06:33:12,700.0,0.0,700.0,0.0
2024-10-05 06:33:12,700.0,0.0,700.0,0.0
2024-10-05 06:33:13,700.0,0.0,700.0,0.0
2024-10-05 06:33:13,700.0,0.0,700.0,0.0
2024-10-05 06:33:14,700.0,0.0,700.0,0.0
2024-10-05 06:33:14,700.0,0.0,700.0,0.0
2024-10-05 06:33:15,700.0,0.0,700.0,0.0
2024-10-05 06:33:15,700.0,0.0,700.0,0.0
2024-10-05 06:33:16,700.0,0.0,700.0,0.0
2024-10-05 06:33:16,700.0,0.0,700.0,0.0
2024-10-05 06:33:17,700.0,0.0,700.0,0.0
2024-10-05 06:33:17,700.0,0.0,700.0,0.0
2024-10-05 06:33:18,700.0,0.0,700.0,0.0
2024-10-05 06:33:18,700.0,0.0,700.0,0.0
2024-10-05 06:33:19,700.0,0.0,700.0,0.0
2024-10-05 06:33:19,700.0,0.0,700.0,0.0
2024-10-05 06:33:20,700.0,0.0,700.0,0.0
2024-10-05 06:33:20,700.0,0.0,700.0,0.0
2024-10-05 06:33:21,700.0,0.0,700.0,0.0
2024-10-05 06:33:21,700.0,0.0,700.0,0.0
2024-10-05 06:33:22,700.0,0.0,700.0,0.0
2024-10-05 06:33:22,700.0,0.0,700.0,0.0
2024-10-05 06:33:23,700.0,0.0,700.0,0.0
2024-10-05 06:33:23,700.0,0.0,700.0,0.0
2024-10-05 06:33:24,700.0,0.0,700.0,0.0
2024-10-05 06:33:24,700.0,0.0,700.0,0.0
2024-10-05 06:33:25,700.0,0.0,700.0,0.0
2024-10-05 06:33:25,700.0,0.0,700.0,0.0
2024-10-05 06:33:26,700.0,0.0,700.0,0.0
2024-10-05 06:33:26,700.0,0.0,700.0,0.0
2024-10-05 06:33:27,700.0,0.0,700.0,0.0
2024-10-05 06:33:27,700.0,0.0,700.0,0.0
