S.N,Batch Count,Total Order,URL,Title,Length,Time Taken(ms),Render Time (ms)
472,154,619,http://www.rentwadsworth.com,For Rent in Wadsworth Ohio near Akron,8715,4046,3265
473,155,620,https://www.jlrs.ca,Jeunes Leaders des Relations Saines | JLRS | British Columbia,1063967,8050,6123
474,155,621,https://www.conspiracysolicitor.co.uk,Criminal Defence Solicitors in Grantham - Conspiracy Solicitor,52882,3795,2979
475,155,622,https://www.mullanplanthire.co.uk,Mullan Group - Plant & Construction Machinery Cars Commercial Vehicles,4775,3299,2064
476,155,623,https://rspentertainment.com,RSP Entertainment (DJ Roanoke VA),648,5930,4973
477,156,625,https://polisor.de,Polisor | Top-Hersteller von Rohrbandschleifer. Handmade in Germany.,351317,14635,12183
478,156,626,https://www.taxapps.co.uk,Tax Apps,380011,5518,5030
479,156,627,http://www.amighettis.com,Error or No Title,39,2494,2346
480,157,628,https://www.manualidiofficina.it,- Manuali d'Officina - manuali tecnici di officina per auto e moto,43492,14349,13914
481,157,629,https://www.herrajesarena.com,Herrajes Arena - Metalurgica Aquiles Tregnaghi S.A.,15203,5598,5130
482,157,631,http://www.genesoft.co.uk,Genesoft - We write code in every flavour!,33144,8003,7124
483,158,632,http://www.americannewage.com,Error or No Title,6789,4964,3978
484,158,633,http://www.corinaconcept.com,Corina Schwab,21856,12925,12348
485,158,634,https://tradinate.com,Tradinate – We open markets,108834,5318,3751
486,158,635,https://professorpower.co.uk,Free Energy Toys and Gadgets that don't require Electricity to run,267455,9576,8016
487,159,637,https://www.mitzis.co.uk,Mitzi's Hairdressing,312097,4565,2561
488,159,639,https://intelirain.com,InteliRain,76767,4580,3957
489,160,640,https://riadimmobilier.com,Fatima Riad Courtier immobilier résidentiel et commercial - RE/MAX ROYAL JORDAN,195146,8907,7041
490,160,641,https://www.restaurantaltepost.com,Alte Post Restaurant | Italienisches Restaurant | Mettlen Thurgau,1482784,9998,8855
491,160,642,https://www.nickfrischmd.com,Dr Nicholas Frisch | Hip Surgeon Michigan | Knee Surgeon Michigan,130411,11364,10783
492,160,643,https://www.leisurehomedecor.com,室內設計 | 悠閒家居設計有限公司 | Hong Kong,471541,10237,8832
493,161,645,http://autohaus-laporte.de,Error or No Title,284,2477,2309
494,161,646,https://dr-regis-jouvrot.chirurgiens-dentistes.fr,Dentiste Saint Malo - Dr Régis Jouvrot - Implantologie dentaire,85344,4720,4452
495,161,647,https://www.termaro.de,Startseite - Termaro,4130,2792,2585
496,162,648,https://www.frenza.ca,Accueil | Frenza Cabinet Conseil,939765,6471,4977
497,163,653,https://www.bestchristmasgifts.com,Personalized Christmas Gifts丨Custom Christmas Gifts for Love,599391,11982,10168
498,163,654,https://www.autohof-klausdorf.de,AUTOVERWERTUNG KIEL - Koch Autoverwertung seit 1978,110497,5567,5105
499,163,655,https://ridgewoodtrailscdd.com,Ridgewood Trails Community Development District – Ridgewood Trails Community Development District,163826,7932,6485
500,164,657,https://chaosgroupcornwall.co.uk,Home - The CHAOS Group,73503,5993,5174
501,164,658,https://www.grandhavenmhoa.com,GHMA - Home,6015,2784,2620
502,165,662,http://www.familyoffice-fbg.com,Family Office | Frankfurter Bankgesellschaft - Family Office,139381,5627,4419
503,165,663,https://mvktechinc.com,Home - mvkus,185732,3470,2523
504,166,664,https://nutragrove.com,NutraGrove,74878,7010,5857
505,166,666,https://lagamma.it,Batterie E Accumulatori - La Gamma Batterie,229507,10724,6762
506,166,667,http://www.rstgfp.net,Rosebud Sioux Tribe Game Fish and Parks � Home,11253,6294,5619
507,167,669,https://www.cyg.de,Chiemsee Wassersport Schunck,47679,28632,24284
508,167,670,http://www.grundschule-tettens.de,Tetta von Oldersum Schule – Ein Ort um zu lernen und sich wohlzufühlen,209302,10120,6016
509,167,671,https://www.soc8.co.uk,AHU Natural Ventilation Air Distribution Grilles Diffusers and Louvres Leak Detection Gas Safety Associate Engineering Systems Northern Ireland Ireland,10325,6977,3393
510,168,672,https://www.farbwerkerin.de,Entdecken Sie die moderne Kunst und abstrakte Kunst der farbwerkerin,533872,11847,8914
511,168,674,http://renewthehope.org,Renew the Hope |,118710,4283,3353
512,169,676,https://www.marstall.co.uk,Marstall - Premium-Pferdefutter,312873,13010,10879
513,169,677,https://nikkicapone.com,The domain name nikkicapone.com is for sale,44836,4669,2625
514,169,678,https://www.rodizio-baumhaus.de,Rodizio Baumhaus - Willkommen,304556,8364,7312
515,170,680,https://www.reoaka.org,Alpha Kappa Alpha Sorority Inc.® Rho Eta Omega Chapter | Alpha Kappa Alpha Sorority Inc.® Rho Eta Omega Chapter,34931,6647,6173
516,170,681,https://www.lashtraining.co.uk,Lashionista Academy | Eyelash Extension Training Courses United Kingdom,939536,6847,2947
517,170,683,https://familywellbeingassociates.com,Family Wellbeing Associates – Family based Therapy Clinic in North Liberty Iowa,189514,7615,5100
518,171,685,https://residentsafety.com,Resident Safety – The cutting edge fall detection and resident monitoring solution,30646,9022,7590
519,172,688,https://www.nextlevel.builders,Next Level Projects Inc.,56550,25483,23060
520,172,690,https://www.rsum.org,Home | robinson-springs-umc,748071,5874,3866
521,172,691,https://www.so-ads.com,Error or No Title,16807,3543,3096
522,173,692,https://catherinecrochets.com,Home - Catherine Crochets,134039,3325,2477
523,173,694,https://www.barberenterpriseco.com,Barber Enterprise Corporation - Barber Enterprise Corporation,16764,4933,4447
524,173,695,https://www.nexgen-wafer-systems.com,Home | Nexgen Wafer Systems,194717,7010,5616
525,174,698,https://www.smittyslobster.com,Home,191133,6849,6344
526,174,699,https://itcorporate.bo,IT Corporate | Para profesionales de TI,89426,7913,6738
527,175,700,https://www.airporttransfersrugeley.co.uk,airport transfer in rugeley,117278,8042,6894
528,175,701,https://www.enlightenmentfromgod.org,Home | united-ministries,370071,3573,2858
529,175,702,https://www.shimmershairsalon.co.uk,Hairdressers in St Helens | Shimmers Hair Salon | England,942843,4695,3739
530,175,703,http://radiokhushkhabri.co.uk,Welcome to Radio Khushkhabri London,83483,10811,9195
531,176,704,https://www.studioraggi.it,Elaborazione dati contabili | Casalpusterlengo | Studio Raggi Sas,211880,7295,4886
532,176,705,https://www.sabugosa.com,HOME | Sabugosa Arquitetura,428198,4842,3019
533,176,706,https://ra-reitt.de,Home - Rechtsanwältin Iris Reitt,26229,3520,3192
534,176,707,https://www.xn--keramikhtte-0hb.de,KeramikhütteKeramik Struppen Töpferei bei Pirna Keramik Sachsen Struppen,22215,5808,5528
535,177,708,https://www.layovers.amsterdam,Layover in Amsterdam Airport Schiphol -discover the City,124287,7742,6870
536,177,710,http://www.tbpskincare.info,Skin Protection and Care | Total Barrier Protection,56121,7422,5896
537,177,711,http://www.makmurinterpack.com,PT Makmur Interpack,27437,3696,3271
538,178,713,http://www.istvaneszeki.com,Istvan Eszeki Resume - Sales Engineer Estimator Field Representative,9338,5646,5392
539,178,714,https://zurawiec.com,Gościniec Żurawiec,56202,6489,5343
540,178,715,https://www.rentacarclujnapoca.com,N/A - Rent a car (car hire) | cheap rent a car and transfers at best prices.,159193,6945,6530
541,179,718,https://www.bistromiranda.it,Ristorante unico nel suo genere in Orvieto | Bistro Miranda | Italia,933534,9408,8277
542,179,719,http://www.travertinoconversi.it,Error or No Title,9850,11992,11684
543,180,721,http://www.thedogway.co.uk,Dog Grooming & Training The Dog Way Billingshurst. Sussex,102371,4348,3511
544,180,722,https://www.essentialhomeperformance.com,McKinney HVAC Services | Essential Home Performance,291045,11560,8886
545,181,724,https://www.mangolassi.nl,Mangolassi | Batik Producten,1588359,4666,2968
546,181,725,https://www.itc.group,ITCg,102101,6140,5198
547,181,726,https://www.rupp-dienstleistungen.de,HOME,27213,8624,8168
548,181,727,https://www.weersgmbh.de,Fenster Türen Tischlerei Elmshorn Weers GmbH,20767,13568,11805
549,182,728,https://www.feedbakery.org,Home | FEED Bakery,918767,6500,3929
550,182,729,https://www.kasgardianbks.co.uk,Kasgardian Bookkeeping Services,36213,8409,7943
551,182,731,http://www.rapidratemortgage.com,Rapid Rate Mortgage,251905,8262,6225
552,183,732,https://www.goproduccionestecnicas.com,GO Producciones Técnicas,34935,5949,5154
553,183,735,https://theforest.de,FOREST - Creative Agency | Brand Building Design & Kampagnen,143591,5783,4870
554,184,736,http://www.bdaproduce.com,BDA Produce - Homepage,1986,5595,4542
555,184,738,https://www.radiosaomiguelfm.com,Rádio São Miguel Fm,97517,19356,18675
556,184,739,https://www.ldaarch.com,LDA Architects,151479,4612,3648
557,185,740,https://saminasells.com,Real Estate Agent in Ellicott City & Baltimore - Samina Chowdhury,524609,6386,4561
558,185,741,https://www.electricvans.co.uk,Best Electric Van Deals | Electric Van Specialists | Electric Vans,474686,8351,7156
559,185,742,https://www.zahnarztpraxis-teningen.de,Zahnarztpraxis Olga Dehgraf Alemannenstr. 2 A79331 TeningenTel.: 07641 - 2972Fax: 07641 - 52882,11126,6241,3310
560,186,745,https://www.integrityfloorsystems.com,Home | integrityfloors,357949,7057,4241
561,186,747,https://www.synerlogic.eu,Working together on the finest products - Synerlogic | Food Feed Chemicals Cleaning,1439962,9220,6447
562,187,749,https://clinicaalpe.com,Alpe Fernández – Instituto de Periodoncia Estética e Implantes,58775,8156,5996
563,187,750,https://www.lamarqueatlas.com,LaMarque Atlas,24272,7169,3985
564,187,751,https://www.jobarker.co.uk,jobarker,201936,15094,12797
565,188,752,https://ospikaoutfitters.com,Ospika Outfitters,88099,8982,7139
566,188,753,https://www.harrass-immobilien.de,Harrass Immobilien Inh. Harald Harraß e.K. - Startseite,22315,4676,3830
567,188,755,https://www.george-oslage.de,Error or No Title,98219,6598,5093
568,189,756,https://ip44.de,Homepage | IP44.DE outside lighting,135965,19709,17338
569,189,757,http://www.lilog.com.br,Lilog - Transporte Rodoviário e Aéreo,10214,13791,12678
570,189,758,https://schweissdraht-werkstatt.de,Design Metallmöbel und Inneneinrichtung,143386,12020,9201
571,189,759,http://www.michaelvaknine.com,Michael Vaknine Architect and Town Planner,32357,7507,5209
572,190,760,https://www.protokk-software.de,Professionelle Software-Lösungen - protokk software,15400,7477,5013
573,190,762,https://www.jayshreeinfosys.co.in,Wholesale Distributor of Computer Accessories & CCTV Accessories by Jayshree Infosys Mumbai,235931,6474,5788
574,190,763,https://brandwin.co.uk,Digital Agency Manchester | Brandwin Digital,190039,11866,10906
575,191,766,http://www.peterboehm-haare.de,Peter Böhm - Haare in Schwetzingen Hairstylist Haarstylist Extension Haarverlaengerung,4231,7984,7092
576,191,767,https://www.gps.edu.in,Gokuldas Public School,63016,5826,4439
577,192,768,https://www.gracelandbuzz.org,Radio | The Graceland Buzz | Lamoni,1128663,4979,3738
578,192,769,https://www.bridgenessceramics.com,Hand Painted Tiles UK - Ceramic Picture Tiles UK | Bridgeness Ceramics,44618,8192,7231
579,192,770,https://www.villacapucine-location-cap-ferret.com,Villa Capucine | lège Cap Ferret | Location grande maison de vacances,483501,5052,4236
580,192,771,http://www.netekcanada.com,Home,16028,4382,4111
581,193,772,https://www.isiac.com.ar,Isiac – Consultora Informática – Fábrica de Software,41738,7738,7221
582,193,773,http://www.prolongwin.com,PROLONGWIN,32575,10386,9559
583,193,774,http://www.wiremesh-wiremesh.com,Anping Xinzheng Metal Wire mesh Co. Ltd.,19103,3138,2854
584,193,775,https://www.grandparadisesamana.com,Wyndham Alltra Samaná – Samaná – Wyndham Alltra Samaná Resort All Inclusive,23571,5930,4941
585,194,776,https://www.keramik-limeshain.de,Keramik-Keller Limeshain,7672,4454,4072
586,194,777,https://www.renukadevimahur.com,Renuka Devi Temple Mahur,80566,5753,4522
587,194,778,http://www.isnl.aero,ISNL Aerospace - Trading et Représentation,31386,8918,8252
588,194,779,https://www.rogersarchitectural.com,Architectural Glass Decorative Glass Rogers Architectural,73726,7735,6154
589,195,780,https://www.samwebdesigner.co.uk,looking for Websites designer in oxford | oxford web design,258309,5979,3476
590,195,782,https://digitalsecured.net,Gestión remota de accesos para apartamentos turísticos - Digital Secured,95512,8194,7378
591,195,783,https://vbv-hausverwaltung.de,VBV Hausverwaltung – Leverkusen,181503,11900,10757
592,196,785,https://www.lehmantherapy.com,Counseling | San Rafael | Lehman Therapy,668408,3509,2473
593,196,786,https://boato.ch,Benvenuto - Locanda Boato Bistro & Bed,93666,5720,5281
594,196,787,https://www.jbw-bb.de,Startseite - Jugendbildungswerk Berlin - Brandenburg e.V.,34387,5136,4393
595,197,788,https://www.studiomobs.it,Studio MOBS - Fisioterapia e Osteopatia a Bresso,189075,12028,10867
596,197,790,https://businesspublishinggroup.com.au,Business Publishing Group – Australasia's leading travel and pharmacy publisher,79652,4884,3719
597,197,791,https://www.cliquemais.pt,Home - Clique Mais,226185,9010,7451
598,198,792,https://zad.com.br,Websites profissionais para o seu negócio – Websites profissionais para empresas e negócios.,104535,6908,5374
599,198,793,https://www.lerche-biotec.com,Home - Dr. Lerche KG,18303,6556,4996
600,198,795,https://www.magnum-llc.us,Magnum LLC – Magnum Computer: Computer Recycling in NJ for Certified Business and Household Computer and Electronics Recycling & Computer and Electronics Recycling in New Jersey,191391,8746,7866
601,199,796,http://www.multifamilyduediligence.com,Grande Central Inspect | Property Inspection Software,17880,5176,4772
602,199,797,https://www.tomorrowstoday.co.uk,Managed IT Support Nottingham - Tomorrows Today,195180,3660,3293
603,200,800,https://ght-gmbh.com,GHT - Gleis- Hoch- Tief- Baugesellschaft mbH // Startseite,37450,3751,2768
604,200,801,http://www.laytonauto.com,LaytonAuto.com is a strong memorable brandable name. This domain could be yours!,4927,6316,5269
605,200,802,http://www.engenhariama.com.br,M&A Engenharia - Soluções em engenharia elétrica,19655,15910,15227
606,200,803,http://www.laticiniosmonteverde.com.br,Monte Verde Laticínios,23388,13728,12422
607,201,805,https://www.partnerfunds.com,Error or No Title,9699,7494,7299
608,202,808,https://www.rtammphotography.com,HOME - R.Tamm Photography,83412,5330,4591
609,202,809,https://www.thumpermassager.uk,The Official Thumper® Massager UK Website,69075,5274,4529
610,202,810,http://www.it-changes.ch,Unsere Ozeanien Reise,8156,2957,2686
611,202,811,https://www.praxis-fritze.de,Psychotherapie Pinneberg - Melanie Fritze - Psychotherapie Pinneberg - Melanie Fritze,74696,10056,9735
612,203,813,https://www.rhodanturismo.com.br,Rhodan Turismo e Viagens | Aluguel de micro onibus,453482,4203,3214
613,203,814,https://www.frederiksbergkarateskole.dk,Welcome to Frederiksberg Karateskole | Frederiksberg Karateskole,22176,6685,5383
614,203,815,https://luxuryvillaportugal.co.uk,Luxury Villa for sale in Alentejo Portugal,170485,7392,6063
615,204,816,https://fahrschule-arndt-oldenburg.de,Fahrschule Arndt in Oldenburg,99443,5520,3544
616,204,817,https://www.gulftrade.co.uk,Error or No Title,16890,4894,2656
617,204,818,https://www.risefitness.co.uk,RISE Fitness: Malvern Hills personal training and fitness classes,186223,6385,4351
618,204,819,http://balhamremovals.com,Welcome to Balham Removals : Balham Removals,21434,5089,3193
619,205,821,https://www.car-audio-store.de,Car Audio Store,56576,8274,7463
620,205,822,https://www.mother-love.co.uk,Mother Love,90944,6523,4634
621,206,825,https://davidandrewcoaching.com,Birmingham Coach and Mentor - David Andrew Coaching,211931,14772,11816
622,206,826,https://jeffwirzrealtygroup.com,Jeff Wirz Realty Group – @ Keller Williams Prestige Properties,315367,8562,4101
623,207,828,http://www.zanfino-total-defense.de,ZANFINO TOTAL DEFENSE - Home,66347,8488,4997
624,207,830,https://www.run-with-nutrition.com,Run With Nutriton — Healthy Living Begins with a Single Step,76337,6417,4516
625,207,831,https://www.fofunction.com,Wuhan Fofunction Electronics Co.Ltd,18830,7446,4424
626,208,832,http://moverswestminster.co.uk,Movers Westminster SW1 | Hardworking Team of Movers in SW1,24400,6314,3539
627,208,834,http://www.ishii-aa.com,石井建築事務所,28062,6740,6244
628,208,835,http://www.piromak.hu,Piromák Kft.,4828,3704,3433
629,209,839,https://rsmproperties.co.uk,Home - RSM Properties - Your Merseyside Property Specialist - For All Your Property Needs,293807,7723,6862
630,210,840,http://www.eifelmusiker.de,Startseite - Eifelmusiker,18601,5187,4109
631,210,841,https://culture-sante-na.com,Pôle Culture et Santé Nouvelle Aquitaine,137105,7276,5826
632,210,843,https://www.forksofthepaluxy.com,Forks of the Paluxy Farm |,206918,8328,6030
633,211,844,http://www.jai-thai.com,Jai Thai Restaurant and Thai Catering Singapore,198349,4524,1714
634,211,845,https://www.pokecapital.com,POKE CAPITAL | Debt Management.,11277,3184,1782
635,211,846,https://www.leominstertyres.co.uk,John Wood Tyres | Leominster Tyres | Order Now,162417,5413,4376
636,211,847,https://partiloons.co.uk,Partiloons – For All Your Party Needs,175504,9995,8437
637,212,848,http://www.ikungfu.net,Kung Fu eBooks,14426,3629,2588
638,212,849,https://integralimalat.com,İntegral Mekatronik Mühendislik Makine İmalat – İzmir Fason Kaynak,103195,6316,4629
639,212,850,http://www.gaertnerei-malz.de,Blumenfachgeschäft Glauchau | Gärtnerei Malz,13609,4213,3169
640,212,851,https://www.jubel.co.uk,Jubel | Sound lighting effects and DJ hire Salisbury Wiltshire.,81813,7958,6066
641,213,852,https://igualdad.ar,Fundación Igualdad – Organización LGBTIQ+,250224,13176,10574
642,213,853,https://leerdoelgestuurdonderwijs.nl,Goaley - Leerdoelgestuurd onderwijs,271,3171,2263
643,213,854,https://www.promobalear1.es,Asesores inmobiliarios,195040,15387,13917
644,213,855,http://otzer-schmiede.de,Error or No Title,605044,6838,5421
645,214,857,https://www.washinkai.co.uk,Washinkai Karate - More than just kicking and punching | Washinkai,39259,12796,12026
646,214,858,https://alexandrawallace.co.uk,Portrait photography | Alexandra Wallace Photography Sheffield UK,174024,20397,17942
647,214,859,http://www.tananavalleycampgroundandrv.com,HOME | TVSFA Campground RV,612640,8227,4511
648,215,860,https://www.jcrfabric.com,Home | JCR fabric,423723,8907,5207
649,215,861,https://midtownneurologymd.com,Home | Midtown Neurology MD | Dr. Alina Sharinn | New York City,155401,16582,12091
650,215,862,http://www.ravitejprojects.com,Ravitej Projects,310709,23526,18070
651,215,863,http://www.restaurantesensantapola.es,Error or No Title,18761,10555,5981
652,216,864,http://www.hphtdiam.com,长葛泌谟电子科技有限公司,1032,19879,18226
653,216,867,https://facepaintingcourses.co.uk,Face Painting Courses – Learn how to face paint by professionals,197976,8077,7346
654,217,869,http://www.fefmo.com,FORUM FOR EXCELLENCE FORMER MES OFFICERS,21035,3018,2628
655,217,870,https://farmaciaielo.it,Farmacia Ielo - Giulianova (TE),271601,6209,4995
656,218,873,https://www.miningpro.com.au,Mining Pro,16145,13225,10365
657,218,874,https://www.forlagetriel.dk,Forlaget RIEL – Materiale til børns læring og sproglige udvikling,236178,12805,11571
658,218,875,https://www.syndicity.org,Syndicity partenaire de vos projets immobiliers - Paris - Syndicity,138602,9962,7709
659,219,876,https://stelfly.co.za,SFC - Home,14690,11055,10215
660,219,878,https://www.larsenco.dk,Tryksager - we-social.dk,95654,12660,11594
661,220,880,http://www.winerice.co.jp,WINERICE Incorporated 株式会社ワインライス,11913,4756,3072
662,220,881,https://www2.orthopaedie-immenstadt.de,Fachübergreifende orthopädische Gemeinschaftspraxis im Gesundheitszentrum Immenstadt www2.orthopaedie-immenstadt.de,17131,5793,3937
663,220,882,https://saipriyacaterers.com,Sai Priya,134409,17959,14917
664,220,883,https://www.jillgibson.co.uk,Jill Gibson,96081,12455,7677
665,221,884,https://franciscoqueiroz.com.br,Francisco Queiroz - HOME,38435,15598,13164
666,221,885,https://www.sharpdressedman.org,Home | Sharp Dressed Man We,751487,8227,5415
667,221,886,https://keepsakegift.co.uk,Website Temporarily Unavailable,3829,5861,4855
668,221,887,https://www.kleinenpersonenvervoer.nl,Kleinen Personenvervoer,11566,6433,4691
669,222,888,https://nineplanets.in,nineplanets.in,135446,7630,5472
670,222,889,https://www.arbitrage-athletisme.fr,Accueil - ARBITRAGE ATHLÉTISME,44166,9685,6680
671,222,890,https://www.mahaffeyphotography.com,Portfolio | mysite,805083,7627,3744
672,222,891,https://www.codingidol.in,codingidol,6642,5719,2142
673,223,892,http://www.pbiaqaba-jo.com,Home | PBIAqaba,24691,4685,3835
