S.N,URL,Timestamp,Documents,Frames,JSEventListeners,Nodes,LayoutCount,RecalcStyleCount,LayoutDuration,RecalcStyleDuration,ScriptDuration,TaskDuration,JSHeapUsedSize,JSHeapTotalSize,RenderingTime
1,https://www.grupoholguera.com,20395.068842,14,10,428,12536,47,84,0.092546,0.0255,0.103667,0.445152,6514072,11231232,5308
2,https://www.oxygen360.com.au,20395.588021,4,4,38,1106,17,20,0.019293,0.010707,0.073731,0.193297,3664168,9449472,4026
3,https://tamerakdesign.com,20396.093193,7,4,133,9456,43,80,0.095067,0.035864,0.089613,0.324649,5913984,11022336,3195
4,http://www.dronacharyaacademy.co.in,20397.065064,7,4,133,7421,26,96,0.073145,0.034101,0.040858,0.340141,3213228,6041600,3047
5,http://www.magnificentbudapest.hu,20397.988326,6,4,18,3739,14,17,0.093739,0.010088,0.030303,0.176499,2259268,3809280,4719
6,https://www.totallyu.co.uk,20399.707239,7,6,403,9171,35,52,0.136108,0.063904,0.418379,1.238693,14186896,32780288,2750
7,https://norbutmfg.com,20400.446206,9,6,162,9344,55,112,0.071087,0.101197,0.108464,0.508782,4936008,9449472,3703
8,https://www.rinologiayolfato.com,20402.000234,16,18,415,20895,28,39,0.11195,0.042991,0.175935,0.854728,27858100,41824256,5893
9,https://www.kinnelaw.com,20402.174213,6,4,0,590,7,5,0.010694,0.001404,0.000447,0.037873,1225156,3022848,4772
10,https://www.nwpawn.com,20403.139679,6,4,134,21458,26,41,0.077478,0.056406,0.310481,0.615527,14716340,23781376,4325
11,http://www.fahrschule-frey.de,20403.581728,10,5,173,6549,24,28,0.04313,0.00831,0.033307,0.185839,3514480,4993024,7007
12,https://www.westcoastdancearts.com,20404.003508,7,4,448,7959,19,29,0.069844,0.031459,0.214612,0.746636,20639332,37838848,9075
13,https://www.osteopathcanada.com,20404.738069,4,4,255,12120,18,19,0.019982,0.01989,0.123135,0.457991,12765320,22872064,3476
14,https://nwtacticaltraining.com,20404.899608,8,5,139,2844,9,11,0.011502,0.001914,0.04699,0.09436,2889828,5517312,1763
15,https://www.futurephysio.com,20405.136305,7,4,26,7146,24,42,0.017066,0.022492,0.056073,0.166511,4119800,6303744,6676
